timestamp,style,episode,joint_1_angle,joint_2_angle,joint_3_angle,joint_4_angle,joint_1_velocity,joint_2_velocity,joint_3_velocity,joint_4_velocity,brush_x,brush_y,brush_z,brush_vx,brush_vy,brush_vz
0.000000,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.258138,0.000000,0.000000,0.000000,0.000000,0.000000
0.046332,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.281856,0.006839,0.000000,0.023718,0.006839,0.000000
0.092664,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.304150,0.014769,0.000000,0.022294,0.007930,0.000000
0.138996,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.324408,0.023652,0.000000,0.020258,0.008883,0.000000
0.185328,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.342091,0.033300,0.000000,0.017683,0.009649,0.000000
0.231660,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.356753,0.043486,0.000000,0.014661,0.010186,0.000000
0.277992,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.368053,0.053954,0.000000,0.011301,0.010468,0.000000
0.324324,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.375774,0.064433,0.000000,0.007721,0.010479,0.000000
0.370656,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.379819,0.074653,0.000000,0.004045,0.010220,0.000000
0.416988,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.380217,0.084359,0.000000,0.000398,0.009706,0.000000
0.463320,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.377112,0.093323,0.000000,-0.003104,0.008964,0.000000
0.509653,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.370759,0.101356,0.000000,-0.006354,0.008032,0.000000
0.555985,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.361498,0.108314,0.000000,-0.009260,0.006958,0.000000
0.602317,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.349748,0.114109,0.000000,-0.011750,0.005795,0.000000
0.648649,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.335975,0.118707,0.000000,-0.013774,0.004598,0.000000
0.694981,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.320673,0.122129,0.000000,-0.015301,0.003422,0.000000
0.741313,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.304345,0.124445,0.000000,-0.016328,0.002316,0.000000
0.787645,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.287476,0.125770,0.000000,-0.016870,0.001325,0.000000
0.833977,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.270513,0.126253,0.000000,-0.016963,0.000483,0.000000
0.880309,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.253854,0.126065,0.000000,-0.016659,-0.000188,0.000000
0.926641,Style C: Organic Floral,1,0,0,0,0,0,0,0,0,0.237828,0.125388,0.000000,-0.016026,-0.000677,0.000000
