timestamp,style,episode,joint_1_angle,joint_2_angle,joint_3_angle,joint_4_angle,joint_1_velocity,joint_2_velocity,joint_3_velocity,joint_4_velocity,brush_x,brush_y,brush_z,brush_vx,brush_vy,brush_vz
0.000000,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.366448,0.054372,0.000000,0.000000,0.000000,0.000000
0.067039,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.365164,0.066262,0.000000,-0.001284,0.011890,0.000000
0.134078,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.363442,0.078076,0.000000,-0.001723,0.011814,0.000000
0.201117,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.361282,0.089800,0.000000,-0.002159,0.011724,0.000000
0.268156,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.358689,0.101418,0.000000,-0.002594,0.011618,0.000000
0.335196,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.355664,0.112917,0.000000,-0.003025,0.011498,0.000000
0.402235,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.352211,0.124280,0.000000,-0.003453,0.011364,0.000000
0.469274,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.348335,0.135496,0.000000,-0.003876,0.011215,0.000000
0.536313,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.344040,0.146548,0.000000,-0.004295,0.011052,0.000000
0.603352,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.339332,0.157424,0.000000,-0.004708,0.010876,0.000000
0.670391,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.334216,0.168109,0.000000,-0.005116,0.010685,0.000000
0.737430,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.328699,0.178591,0.000000,-0.005518,0.010482,0.000000
0.804469,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.322786,0.188855,0.000000,-0.005913,0.010265,0.000000
0.871508,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.316485,0.198890,0.000000,-0.006300,0.010035,0.000000
0.938547,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.309805,0.208682,0.000000,-0.006681,0.009792,0.000000
1.005587,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.302752,0.218219,0.000000,-0.007053,0.009537,0.000000
1.072626,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.295335,0.227489,0.000000,-0.007416,0.009270,0.000000
1.139665,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.287564,0.236481,0.000000,-0.007771,0.008991,0.000000
1.206704,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.279448,0.245182,0.000000,-0.008116,0.008701,0.000000
1.273743,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.270997,0.253582,0.000000,-0.008451,0.008400,0.000000
1.340782,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.262220,0.261670,0.000000,-0.008777,0.008088,0.000000
1.407821,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.253129,0.269437,0.000000,-0.009091,0.007766,0.000000
1.474860,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.243735,0.276871,0.000000,-0.009394,0.007434,0.000000
1.541899,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.234049,0.283964,0.000000,-0.009686,0.007093,0.000000
1.608939,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.224082,0.290707,0.000000,-0.009967,0.006743,0.000000
1.675978,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.213847,0.297090,0.000000,-0.010235,0.006384,0.000000
1.743017,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.203357,0.303106,0.000000,-0.010490,0.006016,0.000000
1.810056,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.192624,0.308748,0.000000,-0.010733,0.005641,0.000000
1.877095,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.181661,0.314007,0.000000,-0.010963,0.005259,0.000000
1.944134,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.170481,0.318877,0.000000,-0.011180,0.004870,0.000000
2.011173,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.159098,0.323352,0.000000,-0.011383,0.004475,0.000000
2.078212,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.147526,0.327426,0.000000,-0.011572,0.004074,0.000000
2.145251,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.135780,0.331094,0.000000,-0.011747,0.003667,0.000000
2.212291,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.123872,0.334350,0.000000,-0.011908,0.003256,0.000000
2.279330,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.111818,0.337190,0.000000,-0.012054,0.002841,0.000000
2.346369,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.099633,0.339611,0.000000,-0.012185,0.002421,0.000000
2.413408,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.087331,0.341610,0.000000,-0.012302,0.001999,0.000000
2.480447,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.074927,0.343183,0.000000,-0.012404,0.001573,0.000000
2.547486,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.062437,0.344329,0.000000,-0.012490,0.001145,0.000000
2.614525,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.049875,0.345045,0.000000,-0.012562,0.000716,0.000000
2.681564,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.037257,0.345330,0.000000,-0.012618,0.000285,0.000000
2.748603,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.024599,0.345184,0.000000,-0.012658,-0.000146,0.000000
2.815642,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,0.011915,0.344607,0.000000,-0.012684,-0.000577,0.000000
2.882682,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.000779,0.343599,0.000000,-0.012694,-0.001008,0.000000
2.949721,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.013466,0.342161,0.000000,-0.012688,-0.001438,0.000000
3.016760,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.026133,0.340295,0.000000,-0.012667,-0.001866,0.000000
3.083799,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.038763,0.338002,0.000000,-0.012630,-0.002293,0.000000
3.150838,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.051341,0.335285,0.000000,-0.012578,-0.002717,0.000000
3.217877,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.063851,0.332147,0.000000,-0.012510,-0.003138,0.000000
3.284916,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.076279,0.328592,0.000000,-0.012428,-0.003555,0.000000
3.351955,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.088609,0.324624,0.000000,-0.012330,-0.003968,0.000000
3.418994,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.100826,0.320247,0.000000,-0.012217,-0.004377,0.000000
3.486034,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.112915,0.315467,0.000000,-0.012089,-0.004780,0.000000
3.553073,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.124861,0.310288,0.000000,-0.011946,-0.005178,0.000000
3.620112,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.136650,0.304718,0.000000,-0.011789,-0.005570,0.000000
3.687151,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.148268,0.298763,0.000000,-0.011618,-0.005955,0.000000
3.754190,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.159700,0.292430,0.000000,-0.011432,-0.006333,0.000000
3.821229,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.170932,0.285726,0.000000,-0.011232,-0.006704,0.000000
3.888268,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.181950,0.278660,0.000000,-0.011018,-0.007066,0.000000
3.955307,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.192742,0.271239,0.000000,-0.010792,-0.007420,0.000000
4.022346,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.203293,0.263474,0.000000,-0.010551,-0.007766,0.000000
4.089385,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.213591,0.255372,0.000000,-0.010298,-0.008102,0.000000
4.156425,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.223624,0.246944,0.000000,-0.010033,-0.008428,0.000000
4.223464,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.233379,0.238201,0.000000,-0.009755,-0.008744,0.000000
4.290503,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.242844,0.229151,0.000000,-0.009465,-0.009049,0.000000
4.357542,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.252007,0.219808,0.000000,-0.009164,-0.009344,0.000000
4.424581,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.260858,0.210181,0.000000,-0.008851,-0.009627,0.000000
4.491620,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.269386,0.200282,0.000000,-0.008528,-0.009899,0.000000
4.558659,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.277580,0.190124,0.000000,-0.008194,-0.010158,0.000000
4.625698,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.285430,0.179718,0.000000,-0.007850,-0.010406,0.000000
4.692737,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.292927,0.169077,0.000000,-0.007497,-0.010641,0.000000
4.759777,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.300062,0.158215,0.000000,-0.007134,-0.010862,0.000000
4.826816,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.306825,0.147144,0.000000,-0.006763,-0.011071,0.000000
4.893855,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.313209,0.135877,0.000000,-0.006384,-0.011266,0.000000
4.960894,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.319206,0.124429,0.000000,-0.005997,-0.011448,0.000000
5.027933,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.324808,0.112814,0.000000,-0.005602,-0.011616,0.000000
5.094972,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.330009,0.101045,0.000000,-0.005201,-0.011769,0.000000
5.162011,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.334803,0.089136,0.000000,-0.004794,-0.011908,0.000000
5.229050,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.339183,0.077103,0.000000,-0.004380,-0.012033,0.000000
5.296089,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.343145,0.064960,0.000000,-0.003962,-0.012143,0.000000
5.363128,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.346683,0.052722,0.000000,-0.003538,-0.012238,0.000000
5.430168,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.349793,0.040403,0.000000,-0.003111,-0.012319,0.000000
5.497207,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.352473,0.028019,0.000000,-0.002679,-0.012384,0.000000
5.564246,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.354717,0.015585,0.000000,-0.002245,-0.012434,0.000000
5.631285,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.356524,0.003115,0.000000,-0.001807,-0.012469,0.000000
5.698324,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.357893,-0.009374,0.000000,-0.001368,-0.012489,0.000000
5.765363,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.358820,-0.021868,0.000000,-0.000927,-0.012494,0.000000
5.832402,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.359305,-0.034351,0.000000,-0.000485,-0.012483,0.000000
5.899441,Style A: Smooth Circular,5,0,0,0,0,0,0,0,0,-0.359348,-0.046808,0.000000,-0.000043,-0.012457,0.000000
